album_id,album_name,release_date,label,copyrights
spotify:album:5vf8cU0vjl22ThptA93DDf,Kim Wilde,1981,Cherry Red Records,"C (C) 2009 Cherry Red Records Ltd, P (P) 2009 Cherry Red Records Ltd"
spotify:album:5GP6INOrUkZJyXOqoTUlxZ,The Foundation,2008-11-17,Home Grown Music,P 2008 Home Grown Music
spotify:album:5KZBWJcRhnkSS9pQg55luC,Two Of Us,2020-01-17,EMI Recorded Music Australia Pty Ltd (Distribution),"C © 2020 Birds Of Tokyo Pty Ltd, P ℗ 2020 Birds Of Tokyo Pty Ltd, manufactured and distributed by Universal Music Australia Pty Limited"
spotify:album:1ZFC0iOKUp4M16eHXVaeG4,Simply the Best,1991-01-01,Parlophone UK,"C © 1991 Parlophone Records Ltd, P ℗ 1991 Parlophone Records Ltd. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Parlophone Records Ltd,"
spotify:album:50o7kf2wLwVmOTVYJOTplm,Rubber Soul (Remastered),1965-12-03,EMI Catalogue,"C © 2015 Apple Corps Ltd, P ℗ 2015 Calderstone Productions Limited (a division of Universal Music Group)"
spotify:album:5dHrW2LCDQ0INMXqQMwoCi,On The Level,1975-02-01,UMC (Universal Music Catalogue),"C © 2005 Mercury Records Limited, P This Compilation ℗ 2005 Mercury Records Limited"
spotify:album:0dz08Fh4ZEZzZFBApPHLTf,Lolita,2012-07-27,Warner Records/Sire,"C © 2012 Sire Records., P ℗ 2012 Sire Records."
spotify:album:543NK5YT3RjGmP7nFzWJPm,On The Floor,2011-01-01,Nuyorican Productions / IDJ,"C © 2011 The Island Def Jam Music Group, P ℗ 2011 The Island Def Jam Music Group"
spotify:album:7xzbS2dfDKut0dUpSH1rX5,Blind Love,1991-06-13,rooArt,P (P) 1991 rooArt
spotify:album:5QmzvShOSXdLds65q3jbxx,98 Degrees And Rising,1998-01-01,Universal Music LLC,"C (C) 1998 Motown Records, a Division of UMG Recordings, Inc., P (P) 1998 Motown Records, a Division of UMG Recordings, Inc."
spotify:album:0nyora4kbjBGE4d1B9gxnm,Unleash The Dragon,1999-01-01,Def Jam Recordings,"C © 1999 The Island Def Jam Music Group, P ℗ 1999 UMG Recordings, Inc."
spotify:album:3oFsCCzNRcsRdLTnmTo7zi,Saving All My Love For You (Glee Cast Version),2012-04-24,Columbia,P (P) 2012 Twentieth Century Fox Film Corporation
spotify:album:6GBu7GU6dztLYlZuUHiwA2,Meaning of Life,2017-10-27,Atlantic Records,"C © 2017 Kelly Clarkson under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2017 Kelly Clarkson under exclusive license to Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
spotify:album:77QvqJ5NDNEaMFiyTKG41w,No Frills,1983-08-17,Atlantic Records,"C © 1983 Atlantic Record Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 1983 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States."
spotify:album:5txtL5NwxbzS5ENtNEWGpS,Sings Lonely and Blue,1961,Legacy Recordings,P Originally released 1960. All rights reserved by Sony Music Entertainment
spotify:album:1tCpJtkDwtZkDKN0q1GNiR,Untouchable,2013-07-15,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd.
spotify:album:37fVxdmMKreIb0FnffxjRI,Distant Light (Expanded Edition),1971-10-01,Rhino,"C © 2013 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2013 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:6plavTFCGXv5vpy0jZVtOV,Return of the Mack,1996-04-22,WM UK,"C © 1996 Warner Music UK Ltd, P ℗ 1996 Warner Music UK Ltd"
spotify:album:6gqFJdUfnnDx0PttSUlGFh,4 Hits,2011-09-16,Sony Music UK,P This Compilation (P) 2011 Sony Music Entertainment UK Limited
spotify:album:2UupznOnFoYk22yS2Cu2dT,Basin Street Blues,2021-04-25,Strommar LLC,"C 2021 Dómisol Sisters, P 2021 Dómisol Sisters"
spotify:album:38alWeQVP9UUAGJvLptys9,Left Of The Middle,1997-11-10,RCA Records Label,P (P) 1997 BMG Entertainment International UK & Ireland Ltd
spotify:album:6v5uK6Y4PbR2jIIGwJrsuL,Glad All Over (2019 - Remaster),1964-07-06,BMG Rights Management (UK) Limited,"C © 2019 Dave Clark (London) Limited under exclusive license to BMG Rights Management (UK) Limited, P ℗ 2019 Dave Clark (London) Limited under exclusive license to BMG Rights Management (UK) Limited"
spotify:album:7eJ3wq74Uk6JuNlil9CFEd,It Just Won't Do,2011-11-28,Get Human,"C Deluxe Records Ltd, P Deluxe Records Ltd"
spotify:album:0PSWY4XyjTWppfBb0tBtqu,Brotherhood (Collector's Edition),1986-09-29,Rhino/Warner Records,"C © 2008 London Records 90 Ltd., P ℗ 2008 London Records 90 Ltd. Marketed by Rhino Entertainment Company, a Warner Music Group Company"
spotify:album:276IuP7BGVWsN19ebQTcRA,Liveline,1988-01-01,Bloodlines,"C 1998 Bloodlines, P 1998 Bloodlines"
spotify:album:2d9BCZeAAhiZWPpbX9aPCW,EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Rimas Entertainment LLC,"C (C) 2020 Rimas Entertainment LLC, P (P) 2020 Rimas Entertainment LLC"
spotify:album:7MAJCoRaWw1oeVUSnHvqsd,Hear Paul Evans in Your Home Tonight,2006-01-20,TP4 Music,"C 2017 TP4 Music, P 2017 TP4 Music"
spotify:album:1Tj0FgKEj0cO9IgLVM7Oor,Old Skool Prankstas,2012-07-27,Propeller Lamont Ltd,"C 2012 Alsi Music Ltd, P 2012 Alsi Music Ltd"
spotify:album:5m0V4PrFdpsqtLXNgsnprE,The Mirror Has Two Faces - Music From The Motion Picture,1996-10-15,Columbia,P 1996 Sony Music Entertainment Inc.
spotify:album:34lMG72H2AkZbmWZ4JCEL8,Greatest Hits,2006-06-20,Rhino Atlantic,"C © 2006 Rhino Entertainment Company, a Warner Music Group company, P ℗ 2006 Rhino Entertainment Company, a Warner Music Group company"
spotify:album:5cLFy5cKLjOetxzo5micoR,Let's Keep It That Way,1978,EMI Music Canada,"C © 1999 EMI Music Canada, P This Compilation ℗ 1999 EMI Music Canada"
spotify:album:0DCImzCQ4wJvkgpvmA1S2x,Anthology,2001-01-01,Geffen*,"C © 2001 SKG Music L.L.C., P ℗ 2001 SKG Music L.L.C."
spotify:album:2PXy9USZAoTSdtrxfkPBnl,I See You,2017-01-13,Young Turks Recordings,"C 2017 Young Turks Recordings, P 2017 Young Turks Recordings"
spotify:album:7FhiPGHTsdrGf8lxp0YpET,Only One,2015-01-08,Universal Music Group,"C © 2014 Good Music, Distributed By Def Jam, A Division of UMG Recordings, In, P ℗ 2014 Good Music, Distributed By Def Jam, A Division of UMG Recordings, In"
spotify:album:2DHwEud91xwm2gF1Y05i2D,Move (2007 remaster),1968-03-01,Fly Records,"C (C) 2018 Bucks Records Limited, P (P) 2018 Bucks Records Limited"
spotify:album:3Qa0qW4ged1J4HGeLXbFsC,What a Time To Be Alive,2019-03-01,Relentless Records,P (P) 2019 Relentless Records under exclusive licence to Sony Music Entertainment UK Limited
spotify:album:6wiPmk3powmcz3G7zr6krg,Higher Power,2021-05-07,Parlophone UK,"C Under exclusive licence to Parlophone Records Limited., © 2021 Coldplay, P Under exclusive licence to Parlophone Records Limited, ℗ 2021 Coldplay"
spotify:album:6QJw1UxLAFYQfy8XirsXiW,Losing Sleep,2009-01-01,Universal Music Group,"C © 2009 The Island Def Jam Music Group, P ℗ 2009 The Island Def Jam Music Group"
spotify:album:5FXBEje9MaN8rSPODQaXAL,The Best Of Lobo,1993-06-11,Rhino Atlantic,"C © 2005 Atlantic Recording Corp. Manufactured & Marketed by Warner Strategic Marketing., P ℗ 1996 Atlantic Recording Corp. Manufactured & Marketed by Rhino Entertainment"
spotify:album:1IeXdR2ptc5Jhxmko89CgE,Singles 1965-1967,2004-07-12,"ABKCO Music and Records, Inc.","C © 2004 ABKCO Music & Records Inc., P This Compilation ℗ 2004 ABKCO Music & Records Inc."
spotify:album:4j1zp01LTkV9kNWAuKU45c,Blah-Blah-Blah,1986-10-27,A&M,"C © 1986 A&M Records Inc., P ℗ 1986 UMG Recordings, Inc."
spotify:album:3ym3JtyhWmVIJzEzTCCsHa,The High Road,2006-10-17,"Blackground Records, LLC","C 2006 Blackground Records, LLC, P 2006 Blackground Records, LLC"
spotify:album:60xMsH43kSlsB7oy5bW5IO,Set In Stone,2016-10-28,Sony Music Entertainment,P (P) 2016 Sony Music Entertainment Australia Pty Ltd
spotify:album:4mULDK6YXrFXTfSwvwm4M3,The Joshua Tree,1987-03-10,Universal-Island Records Ltd.,"C © 2007 Universal-Island Records Ltd., P ℗ 2007 Universal-Island Records Ltd."
spotify:album:7rd4PorIOPjPTy7qdUeeCt,At Last!,1960,Geffen*,"C © 1999 UMG Recordings, Inc., P ℗ 1960 UMG Recordings, Inc."
spotify:album:5EGjY4kYhEgg8zAPtiVu1B,Rebuilt By Humans,2009-09-28,RCA Records Label,P (P) 2009 Peer-Southern Productions Limited under exclusive license to Blue Sky Music Limited
spotify:album:7DZeLXvr9eTVpyI1OlqtcS,The Times They Are A-Changin',1964-01-13,Columbia,"P Originally released 1964. All rights reserved by Columbia Records, a division of Sony Music Entertainment"
spotify:album:3Jhtxnrjbk5oxleA3oafAy,The Chic Organization 1977-1979 (2018 Remaster),2018-11-23,Rhino Atlantic,"C © 2018 Atlantic Recording Corporation. All Rights Reserved. Marketed by Rhino Entertainment Company, a Warner Music Group Company, P ℗ 2018, 1979, 1978, 1977 Atlantic Recording Corporation. All Rights Reserved. Marketed by Rhino Entertainment Company, a Warner Music Group Company"
spotify:album:2blsPE3sO5SnroFjfEAlfj,Main Course,1975-06-01,Bee Gees Catalog,"C © 1975 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group, P ℗ 1975 Barry Gibb, The Estate of Robin Gibb and Yvonne Gibb, under exclusive license to Capitol Music Group"
spotify:album:5JzBfIb5htZid0u8x6rhsY,The Ultimate Collection,2010,Toucan Cove Entertainment,"C Toucan Cove Entertainment, P Toucan Cove Entertainment"
spotify:album:70PDDh5Cgbdpt37Z00hJUF,Breakout,2008-01-01,Universal Music Group International,"C © 2008 Hollywood Records, under exclusive license to Universal Music International BV, P ℗ 2008 Hollywood Records, under exclusive license to Universal Music International BV"
spotify:album:55UPmpHLvZKGgTPUD1woES,Falling Into You,1996-02-28,Columbia,P (P) 1996 Sony Music Entertainment (Canada) Inc.
spotify:album:3x507Iwk3UNquPkPrnHRrt,Greatest Hits,2005-06-21,Universal Music Group,"C © 2005 Round Hill Records, Manufactured and distributed by Universal Music Enterprises, a division of UMG Recordings, Inc., P ℗ 2005 Round Hill Records, Manufactured and distributed by Universal Music Enterprises, a division of UMG Recordings, Inc."
spotify:album:6dgQDrfjCOe7E8ruh1ruWa,TMRW,2015-09-11,ByStorm Entertainment/RCA Records,"P (P) 2015 ByStorm Entertainment and RCA Records, a division of Sony Music Entertainment"
spotify:album:5Puvnt7lAt5ehbfZAN5haL,Gloves,2010-01-01,Virgin Records,"C © 2010 Operator Please, P ℗ 2010 Operator Please"
spotify:album:4HR0CUur5ucPjpyOYdNJY1,Hot N Cold,2008-09-09,Capitol Records,"C © 2008 Capitol Records, LLC, P ℗ 2008 Capitol Records, LLC"
spotify:album:3rMjL8NA5Wh2hbMNk2fSlY,good 4 u,2021-05-14,Olivia Rodrigo PS,"C © 2021 Olivia Rodrigo, under exclusive license to Geffen Records, P ℗ 2021 Olivia Rodrigo, under exclusive license to Geffen Records"
spotify:album:2nJQyqtmt5VjiiqFA68jER,Just No Other Way,1999-11-04,Epic,P 1999 Sony Music Entertainment (Holland) B.V.
spotify:album:5dFkEeiZ3Y5eU4BGNxZqpI,Crush,1997-09-01,Telstar Records,"C 1997 Phoenix Music International Ltd, P 1997 Telstar Records"
spotify:album:3wJfFDP79V0vuGaAasTIz6,Lifehouse,2005-01-01,Interscope,"C © 2005 Geffen Records, P ℗ 2005 Geffen Records"
spotify:album:7sYMi1QPQnCL99k1VCaWTZ,Satisfied (feat. MAX) / Mama Look at Me Now,2018-07-13,Big Beat Records,"C © 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
spotify:album:63zLXr9nukjE8hwuGBN6ms,Prince Charming,1981,Epic,P 1981 CBS RECORDS
spotify:album:6r4vIr4aUsK00mGHDiQkrl,Dreamland,1990-04-09,Groove Groove Melody,"C (C) 1990 Groove Groove Melody ltd., P (P) 1990 Groove Groove Melody ltd."
spotify:album:07cWSvrkFTgaQGYh7M1cCt,Exile on Mainstream (International),2007-09-29,Atlantic Records,"C © 2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States., P ℗ 2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
spotify:album:3pWJFrSX6apPzt4inM4zXt,iii,2016-03-04,Downtown/Atlantic,"C © 2016 Jackalope Recordings Limited under exclusive license to Atlantic Recordings Corporation for the United States and WEA International Inc. for the world excluding the United States, P ℗ 2016 Jackalope Recordings Limited under exclusive license to Atlantic Recordings Corporation for the United States and WEA International Inc. for the world excluding the United States"
spotify:album:1waCI4ZmzEPBmlWWOM0lCH,The Odd Couple,2008-04-07,WM UK,"C © 2008 Gnarls Barkley under exclusive license to Warner Music UK Ltd., P ℗ 2008 Gnarls Barkley under exclusive license to Warner Music UK Ltd."
spotify:album:7DTQvbITKXlZRT9UX9sPSj,Twilight 'Forever' Love Songs From the Twilight Saga,2014-02-07,Rhino,"C 2014 Rhino UK, a division of Warner Music UK Ltd. Licensed from Motion Picture Artwork TM & (c) 2014 Summit Entertainment, LLC., P 2014 Rhino UK, a division of Warner Music UK Ltd."
spotify:album:5NrFMOprmnMEf4gMnLaHcq,Pure Heroine (Extended),2013-01-01,Universal Music Group,"C © 2013 Universal Music NZ Ltd., P ℗ 2013 Universal Music NZ Ltd."
spotify:album:5oL3ziqKCQMCuWG7ZPffXH,Sukiyaki,2014-03-12,Redwood Records,C (C) 2014 Entertain Me Europe LTD
spotify:album:5cOhR878H8hC3UsxYq5Xyv,All My Friends (feat. Tinashe & Chance the Rapper),2015-10-21,Hoffman West/Columbia,P (P) 2015 Sony Music Entertainment UK Limited
spotify:album:7xvhGzPH6QHexG740g9iLe,Pass Out,2010-02-26,Parlophone UK,"C © 2010 Disturbing London Records Limited under exclusive licence to Parlophone Records Ltd. This label copy information is the subject of copyright protection. All rights reserved. (C) 2010 Parlophone Records Ltd, P ℗ 2010 The copyright in this sound recording is owned by Disturbing London Records Limited under exclusive licence to Parlophone Records Ltd"
spotify:album:55bbXORm6ZrVq52zfZnxBf,Encore,2016-08-05,Universal Music Group,"C © 2016 DJ Snake Music, under exclusive license to Interscope Records, P ℗ 2016 DJ Snake Music, under exclusive license to Interscope Records"
spotify:album:2bJOYIC4QOQl1txYwxscCD,All Of The Dreamers,2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Universal Music Australia Pty Ltd., P ℗ 2009 Universal Music Australia Pty Ltd."
spotify:album:3339EQMJMyAcEfr9a5UQE8,In The City,2008-01-01,Universal Music Group,"C © 2008 Cash Money Records Inc., P ℗ 2008 Cash Money Records Inc."
spotify:album:6n9DKpOxwifT5hOXtgLZSL,Legends Never Die,2020-07-10,Grade A Productions/Interscope Records,"C © 2020 Grade A Productions, LLC, under exclusive license to Interscope Records, P ℗ 2020 Grade A Productions, LLC, under exclusive license to Interscope Records"
spotify:album:0R8Pl54TXSwXWtAEVaP7ew,A New Flame (Expanded Version),1989,Rhino/Elektra,"C © 2008 Warner Music UK Ltd. / Simplyred.com Ltd., P ℗ 2008 Warner Music UK Ltd. / Simplyred.com Ltd. Marketed by Rhino Entertainment Company, a Warner Music Group Company"
spotify:album:4VwYQoCQ0InDib6evYGRD9,Legend,1975-01-01,Universal Music New Zealand Limited,"C © 1975 EMI Australia Ltd., P ℗ 1975 EMI Australia Ltd."
spotify:album:5Gn3fFzlWL89j0hGumtXb5,THE END OF EVERYTHING,2020-05-15,Records/Columbia,"P (P) 2020 Records Label, LLC / Columbia"
spotify:album:23POeW2ajskvW5eNcvbF2u,"Hello, This Is Joannie (The Telephone Answering Machine Song)",2020-01-31,Ace Records,"C 2020 Ace Records, P 2020 Ace Records"
spotify:album:4Rvc82pV7HCKZyRHbLWCac,Tragic Kingdom,1995-10-10,Universal Music Group,"C © 1995 Interscope Records, P ℗ 1995 Interscope Records"
spotify:album:6fQ1xPtYMzoBiqvSO2LcpT,Naked,2017-11-24,Columbia Local,P (P) 2018 Sony Music Entertainment Germany GmbH
spotify:album:0CocD9Sk15OaYQj5dAEjRK,Chick-a-Boom (Don't Ya Jes Love It),2012-10-01,Ten12 Entertainment,C 2012 Ten12 Entertainment
spotify:album:4p1GnIVsPGw6p7Gpc8W2Hh,More Monty,1998-11-04,RCA Victor,"P (P) 1998, BMG Entertainment"
spotify:album:5SdzhuocmUcxShe2vD9Rki,Somewhere In The Real World,2008-05-24,Universal Music Australia Pty. Ltd.,"C © 2008 Universal Music Australia Pty Ltd., P ℗ 2008 Universal Music Australia Pty Ltd."
spotify:album:58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,2012-12-07,Atlantic Records,"C © 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
spotify:album:6CoeDRu0SmpFtLZMcRTO2F,The Raw & The Cooked,1988-01-01,London Music Stream,"C © 1988 London Music Stream Ltd. LC77554, P ℗ 1988 London Music Stream Ltd. LC77554"
spotify:album:7i9Ifsw1L8PsGAmX6t3xOk,Music For Lovers,2003-01-01,Spectrum,"C © 2003 Spectrum Music, P This Compilation ℗ 2003 Spectrum Music"
spotify:album:6lu6DYE0eHHp1gd3QGUYhu,Double Vision (Expanded),1978,Rhino Atlantic,"C © 2002 Atlantic Recording Corp., P ℗ 2002 Atlantic Recording Corp., marketed by Rhino Entertainment Company, a Warner Music Group company"
spotify:album:3N73NWzGPFcMZ23e0xPSX4,Said And Done,1995-08-21,Universal Music Ireland Ltd.,"C © 1995 Universal Music Ireland Ltd., P ℗ 1995 Universal Music Ireland Ltd."
spotify:album:1Mhn9VosyjtWn4dMPFlna6,The Stranger (Legacy Edition),1977,Columbia/Legacy,"P (P) 1977 Columbia Records, a division of Sony Music Entertainment/(P) 2008 Columbia Records, a division of Sony Music Entertainment"
spotify:album:4A0vJtV9ok7vmr9ursSKj8,It Will Rain,2011-09-28,Elektra (NEK),"C © 2011 TM & 2011 Summit Entertainment, LLC. All rights reserved., P ℗ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
spotify:album:555NIhJIQ4XoS5N7VglF0v,Signature Box,2010-10-05,EMI Catalogue,"C © 2010 EMI Records Ltd, P This Compilation ℗ 2010 EMI Records Ltd"
spotify:album:3rpSksJSFdNFqk5vne8at2,Michael Bublé,2003,143/Reprise,"C © 2002 Reprise Records for the U.S. and WEA International Inc. for the world outside of the U.S., P ℗ 2002 Reprise Records for the U.S. and WEA International Inc. for the world outside of the U.S."
spotify:album:3Zkggi5I9uH5x94DuN6u1S,Hits Back,2013-08-26,Sony Music UK,P This compilation (P) 2013 Sony Music Entertainment UK Limited
spotify:album:49tXmS631KKId7U6Pu2tg8,souljaboytellem.com,2007-01-01,Interscope,"C © 2007 ColliPark Music/Interscope Records, P ℗ 2007 ColliPark Music/Interscope Records"
spotify:album:2vy7nyuCnUj8vGNW3mrwMl,60's Gold,2006-06-27,Hip-O,"C © 2006 Universal Music Enterprises, a Division of UMG Recordings, Inc., P This Compilation ℗ 2006 Universal Music Enterprises, a Division of UMG Recordings, Inc."
spotify:album:27QqOCHuqkVqGPqxFU1Bhj,Internationalist (Deluxe),1998,Universal Music Australia Pty. Ltd.,"C © 1998 Universal Music Australia Pty Ltd., Tracks 14-20 under licence to Universal Music Australia from Australian Broadcasting Corporation, P ℗ 1998 Universal Music Australia Pty Ltd., Tracks 14-20 under licence to Universal Music Australia from Australian Broadcasting Corporation"
spotify:album:22sn6KtbbAwuAyVuD1xy7N,The Best Of Dion & The Belmonts,2001,Parlophone UK,"C 1996 Parlophone Records Ltd, a Warner Music Group Company, P 1996 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:1IXoOW9g3IdIW6c1FMhz5N,Street Talk,1984,Columbia,P 1984 Sony Music Entertainment Inc.
spotify:album:12VFylHDX01Xw4joC9wH6Z,Remember Me,1997-03-03,Altra Moda Music,"C 1997 Altra Moda Music, P 1997 Altra Moda Music"
spotify:album:3bvS3DlTwV35j2qwFhDvxx,Battle Born,2012-09-17,Island Records,"C © 2012 The Island Def Jam Music Group, P ℗ 2012 The Island Def Jam Music Group"
spotify:album:5eqcF7pWzHgWpGdEmHgeSN,Talking Heads '77 (Deluxe Version),1977-09-16,Rhino/Warner Records,"C © 1977 & 2005 Sire Records Company, P ℗ 1977 & 2005 Sire Records Company"
spotify:album:35jLWCdqhbw1ThXIUfyXjP,High Skool Rocks,2007-01-01,Universal Music Group International,"C © 2007 Universal Music International Ltd., P This Compilation ℗ 2007 Universal Music International Ltd."
spotify:album:46TC1lMB7GJ6S2nFhl6daY,Breathe,2008-04-12,Sony BMG Music Entertainment,"P (P) 2008 Kaz James, under exclusive licence to SONY BMG Music Entertainment (Australia) Pty Limited"
spotify:album:045la5i4prOgK6GP16KOtM,The Man Who Can't Be Moved,2008-07-18,Phonogenic,P (P) 2008 Sony Music Entertainment UK Limited
spotify:album:15jYRvIHLYZwEo0GoPTEa1,Ships In The Night,1974-01-01,Varese Sarabande,"C © 2014 Varese Sarabande Records, P ℗ 1974 Garrett Music Enterprises, Under Exclusive License To Varese Sarabande Records LLC, Under Exclusive License To Varese Sarabande Records LLC"
spotify:album:53DrBEDi1AvhWOtCdljUiu,Up All Night,2012-05-25,Syco Music UK,P Track 2 (P) 2012; all other tracks (P) 2011 Simco Limited Under exclusive license to Sony Music Entertainment UK Limited
spotify:album:3iiYLxi349roViLyQJcCh3,Lockjaw,2013-11-22,Future Classic,"C 2013 Future Classic, P 2013 Future Classic"
spotify:album:73Txt1LNlamt9KtfZu2yZr,Soul Limbo,1968,Stax,"C © 1991 Stax Records, P ℗ 1991 Stax Records"
spotify:album:2CGgJ9PpKXTDCEvJ6qS9AV,Helen Reddy's Greatest Hits (And More),1987-01-01,Capitol Records,"C © 1987 Capitol Records, LLC, P This Compilation ℗ 1987 Capitol Records, LLC"
spotify:album:4JTBXeHQ3n6koQtMxnWLJu,Zonoscope,2011-01-01,Modular,"C © 2011 Modular Recordings, P ℗ 2011 Modular Recordings"
spotify:album:4a9wAQAuhDfUrc1NnWl4QO,Triple Platinum,2005-07-12,Origin Music,C 2004 Origin Music
spotify:album:616UgaZTc454Gu0aXxVH3K,I Don't Want To Miss A Thing,1998-08-18,Columbia/Sony Music Soundtrax,"P (P) 1998 Columbia Records, a division of Sony Music Entertainment"
spotify:album:4blCxKnK1sGo9D45trrqjt,Alone,2016-12-02,MER Recordings,P (P) 2017 MER under exclusive license to Sony Music Entertainment Sweden AB
spotify:album:2e5CxfyEwBW115beiwh7Mc,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,Beluga Heights/Warner Records,"C © 2017 Warner Records Inc., P ℗ 2017 Warner Records Inc."
spotify:album:6AFLOkpJjFF652jevcSOZX,Morrison Hotel,1970-02-09,Rhino/Elektra,"C © 1970 Elektra Entertainment for United States and WEA International Inc. for the world outside of the United States., P ℗ 1970 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States"
spotify:album:4W12ZfniPSmhQuvUKt7CN1,Wonderland by Night,2016-11-26,Goldstar Records,
spotify:album:7ymJorHGH4FLZV7Hyi40iW,Audio Out,2003,WM Australia,"C © 2003 Festival Records, P ℗ 2003 Festival Records"
spotify:album:5EA4kogB3cZr2qykFlZDYV,24K Magic,2016-10-07,Atlantic Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
spotify:album:0sliiui3Z7lAFUnvlG940a,New Detention (Reissue with Bonus Disc),2003-01-01,Decca International,"C © 2003 Universal Music Australia Pty Ltd. A Universal Music Company., P ℗ 2003 Universal Music Australia Pty Ltd. A Universal Music Company"
spotify:album:5QsPmoN7UK8tL5NRtSuC2Y,Blaze Of Glory,1990-01-01,Island Records,"C © 1990 The Island Def Jam Music Group, P ℗ 1990 The Island Def Jam Music Group"
spotify:album:2MPszrhxym9bdlFJUZhxqY,Bye Bye (Int'l ECD Maxi),2008-01-01,Island Records,"C © 2008 Mariah Carey, P ℗ 2008 The Island Def Jam Music Group and Mariah Carey"
spotify:album:7q7RBiiadKQR4DCbs7OMbd,Let's Stick Together,1976,Virgin Records,"C © 1999 Virgin Records Limited, P ℗ 1999 Virgin Records Limited"
spotify:album:68KIeRyl26qz4Qkrv25FVm,Fallin’ (Adrenaline),2020-09-29,Atlantic Records,"C © 2020 Signature Entertainment, LLC under exclusive license to Atlantic Recording Corporation, P ℗ 2020 Signature Entertainment, LLC under exclusive license to Atlantic Recording Corporation"
spotify:album:7AFsTiojVaB2I58oZ1tMRg,Raising Hell,1986-05-15,Arista,P (P) 1986 Arista Records LLC
spotify:album:0vEA5nl8sPWBBv83H5XFZn,Home (feat. Nico Santos),2016-01-19,WM Germany,"C © 2016 Warner Music Group Germany Holding GmbH / A Warner Music Group Company, P ℗ 2016 Warner Music Group Germany Holding GmbH / A Warner Music Group Company"
spotify:album:6hSAjI92A6vPL6OM1DWTZg,We're An American Band (Expanded Edition / Remastered 2002),1973,Capitol Records,"C © 1973 Capitol Records, LLC, P ℗ 2002 Capitol Records, LLC"
spotify:album:4qynx0zYdI1K0OpIQDJhYs,Lover Please/The Complete MGM & Mercury Singles,2010-01-01,Universal Music Group,"C © 2010 The Island Def Jam Music Group, P ℗ 2010 The Island Def Jam Music Group"
spotify:album:13VP0DyGZZq15NzDVoh79y,Down the Road Apiece - the Recordings 1963-1966,1963,East Central One,"C 2020 East Central One Limited, P 1963 East Central One Limited"
spotify:album:7avCH7Vpo5bCwY6ny2rY7e,Million Man,2017-10-27,Ivy League Records,"C 2017 Ivy League Records, P 2017 Ivy League Records"
spotify:album:30D9CrjDAZRrN7esS8CCgO,Born This Way (International Standard Version),2011-05-23,Interscope,"C © 2011 Interscope Records, P ℗ 2011 Interscope Records"
spotify:album:3Aod8ev2Xu4swkRslc26tl,Hijas Del Tomate,2002-07-30,Altra Moda Music,"C 2002 Altra Moda Music (www.altramoda.nl), P 2002 Altra Moda Music (www.altramoda.nl)"
spotify:album:21WO1b9XPMwVxk4B57HVHo,Cicero Park,1974,Parlophone UK,"C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2009 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:3zo0Hxh9rjJsdw2JAKReE3,Turn Down for What,2013-12-18,Columbia,"P (P) 2013 Columbia Records, a Division of Sony Music Entertainment"
spotify:album:1fSBNE2G8MdQ7xWcSdBJI0,Electric Digger Dandy,1991,EMI,"C © 2014 EMI Recorded Music Australia Pty Ltd., P ℗ 1991 EMI Recorded Music Australia Pty Ltd."
spotify:album:6SQ44FAH1353fO4iSWyp8F,"Fallin' (Original Song from the TV Series ""The Secret Daughter"")",2017-06-09,Sony Music Entertainment,P (P) 2017 Sony Music Entertainment Australia Pty Ltd / Screentime Pty Limited / Seven Network (Operations) Limited
